Age,Gender,State,Education,EmploymentType,MaritalStatus,FilingStatus,Dependents,AnnualIncome,BusinessIncome,CapitalGains,MortgageInterest,CharitableDonations,RetirementContrib,HealthInsurancePremium,StandardDeduction,DeductionsTotal,TaxableIncome,TaxLiability,EffectiveTaxRate,HasMortgage,AuditFlag
55,Female,MI,Bachelors,Salaried,Single,Single,3,65982.2,3662.25,6929.31,696.76,81.16,2589.03,5461.95,13850.0,13850.0,58223.76,5116.73,0.0668,1,1
21,Male,PA,Masters,Salaried,Married,MarriedJoint,1,47260.54,4273.67,554.12,4391.99,114.98,3631.18,5033.73,27700.0,27700.0,22888.33,1126.6,0.0216,1,1
69,Male,AZ,Masters,Salaried,Single,Single,4,81719.87,6523.24,2136.12,3441.63,674.66,79.22,6746.59,13850.0,13850.0,70529.22,7623.93,0.0844,1,0
35,Female,PA,Bachelors,Salaried,Married,MarriedJoint,3,39196.84,9275.44,503.93,1315.3,596.07,2402.6,7588.77,27700.0,27700.0,16776.21,0.0,0.0,1,0
45,Male,TX,Bachelors,Contractor,Single,HeadOfHousehold,3,65775.3,19063.47,4833.64,1394.24,127.46,4914.53,6181.01,20800.0,20800.0,64372.41,6469.43,0.0721,1,1
46,Male,TX,Bachelors,Salaried,Single,Single,2,52062.87,2476.89,1880.04,1023.15,61.79,4054.86,5836.87,13850.0,13850.0,39569.8,2328.38,0.0413,1,1
31,Male,GA,Bachelors,Salaried,Married,MarriedSeparate,2,40815.24,4709.69,5894.7,2479.17,69.46,2079.69,4022.98,13850.0,13850.0,34569.62,1728.35,0.0336,1,1
37,Male,MI,Bachelors,Salaried,Married,MarriedJoint,2,95164.45,1135.44,3050.46,643.28,1244.02,5907.62,5587.85,27700.0,27700.0,68650.35,8210.58,0.0826,1,0
19,Female,NC,HighSchool,Salaried,Married,MarriedJoint,2,27329.79,472.5,1615.55,196.66,401.32,1764.32,5737.12,27700.0,27700.0,0.0,0.0,0.0,1,1
54,Female,CA,HighSchool,Contractor,Single,Single,4,64959.12,6749.03,2867.3,1123.13,862.19,4304.75,7648.28,13850.0,13850.0,54725.45,4147.1,0.0556,1,0
49,Other,IL,Bachelors,SelfEmployed,Single,Single,2,53909.83,16785.62,758.1,1485.3,195.92,3818.37,4777.31,13850.0,13850.0,54603.56,5120.28,0.0717,1,1
33,Female,CA,Bachelors,Retired,Married,MarriedJoint,2,67422.84,6055.01,2954.55,4669.75,777.24,1046.46,7661.84,27700.0,27700.0,45732.39,3168.63,0.0415,1,1
52,Female,AZ,HighSchool,Salaried,Married,MarriedJoint,3,49669.01,863.01,2838.96,1761.04,412.3,2637.02,5325.01,27700.0,27700.0,21170.98,0.0,0.0,1,1
41,Male,CA,HighSchool,Salaried,Single,HeadOfHousehold,3,37545.05,1604.92,2537.78,284.86,88.32,2615.36,5031.37,20800.0,20800.0,16387.75,0.0,0.0,1,1
18,Female,AZ,Masters,Salaried,Married,MarriedJoint,1,51377.66,1068.1,107.13,1883.6,617.08,2730.97,4602.11,27700.0,27700.0,23352.9,1182.35,0.0225,1,1
54,Male,FL,HighSchool,Contractor,Married,MarriedJoint,3,33891.46,13808.3,3188.86,2200.71,244.95,1421.09,6072.65,27700.0,27700.0,18688.62,0.0,0.0,1,1
44,Male,OH,Bachelors,Salaried,Single,Single,3,80935.35,869.24,1600.52,1602.54,1835.53,5193.34,5517.44,13850.0,13850.0,65055.11,6619.62,0.0794,1,1
51,Female,NC,HighSchool,Salaried,Single,Single,3,31267.13,4030.19,1905.65,980.41,257.19,2458.76,6356.07,13850.0,13850.0,18852.97,0.0,0.0,1,0
42,Female,WA,HighSchool,Salaried,Married,MarriedJoint,2,68781.9,4024.38,1282.15,3026.59,576.18,2479.35,5935.38,27700.0,27700.0,43388.44,3386.61,0.0457,1,0
37,Male,NC,Masters,Unemployed,Married,MarriedJoint,2,13450.92,1880.27,114.06,779.94,14.11,824.17,6569.47,27700.0,27700.0,0.0,0.0,0.0,1,0
39,Female,PA,HighSchool,Salaried,Married,MarriedSeparate,2,50442.23,1848.61,1546.1,1333.04,622.28,2192.1,6319.88,13850.0,13850.0,36986.94,2618.43,0.0486,1,0
26,Male,NY,HighSchool,Salaried,Married,MarriedJoint,1,35748.9,15563.29,510.85,438.91,109.45,2175.85,6094.76,27700.0,27700.0,22623.03,1694.76,0.0327,1,1
47,Male,TX,PhD,SelfEmployed,Single,Single,3,152810.76,35048.62,2133.42,1512.98,685.22,14498.38,6590.01,13850.0,13850.0,171642.8,32194.27,0.1694,1,1
44,Male,GA,Bachelors,SelfEmployed,Single,HeadOfHousehold,2,62172.46,8000.06,989.13,618.23,1162.04,2888.59,5576.48,20800.0,20800.0,47361.65,3527.06,0.0496,1,1
40,Male,FL,Bachelors,Salaried,Single,HeadOfHousehold,2,27946.62,5390.41,571.21,617.06,171.71,1762.81,5378.19,20800.0,20800.0,10108.25,0.0,0.0,1,0
32,Female,NC,Bachelors,Salaried,Single,Single,2,16169.07,1198.96,1801.85,52.73,6.33,1439.74,6242.55,13850.0,13850.0,2319.89,0.0,0.0,1,1
26,Male,MI,HighSchool,Salaried,Single,Single,2,42153.58,2441.45,90.15,544.53,236.15,2998.11,4594.49,13850.0,13850.0,27835.18,1520.22,0.034,1,0
51,Female,NY,Bachelors,Salaried,Widowed,HeadOfHousehold,3,124777.36,2694.9,1772.06,521.44,916.69,8412.63,7423.61,20800.0,20800.0,103944.32,15946.64,0.1234,1,0
20,Male,CA,Bachelors,Salaried,Married,MarriedJoint,2,48928.04,201.59,1941.71,1895.58,232.6,4121.56,6160.04,27700.0,27700.0,20371.34,24.56,0.0005,1,0
51,Female,PA,HighSchool,Salaried,Married,MarriedJoint,3,49133.98,6608.91,2150.1,1902.58,372.71,4401.15,5955.26,27700.0,27700.0,25692.99,463.16,0.008,1,1
18,Female,NY,HighSchool,SelfEmployed,Single,HeadOfHousehold,0,40433.17,73994.78,1131.5,112.36,148.04,1937.84,4429.51,20800.0,20800.0,94759.45,16154.58,0.1398,1,1
34,Female,CA,Bachelors,Salaried,Married,MarriedJoint,3,66886.52,8904.49,863.06,4259.22,147.89,4842.77,5812.89,27700.0,27700.0,44454.07,2114.49,0.0276,1,0
48,Male,IL,HighSchool,SelfEmployed,Widowed,Single,2,77297.47,13823.16,3329.56,1837.35,59.71,3193.75,4449.23,13850.0,13850.0,77600.18,10779.54,0.1141,1,1
52,Female,FL,HighSchool,Salaried,Single,Single,4,59173.62,4972.33,1676.16,864.01,10.75,3595.01,6328.01,13850.0,13850.0,45972.11,2221.36,0.0337,1,1
37,Female,TX,Bachelors,Salaried,Single,Single,1,34836.6,4784.05,2437.32,104.76,48.23,618.45,4939.06,13850.0,13850.0,26707.97,1584.96,0.0377,1,0
49,Male,NY,Bachelors,SelfEmployed,Married,MarriedJoint,4,50199.6,28953.83,4211.88,4841.8,117.58,2607.71,6697.8,27700.0,27700.0,49665.32,2433.87,0.0292,1,1
26,Male,CA,Bachelors,Salaried,Single,Single,1,31901.64,1397.08,739.74,460.55,142.88,2481.99,5810.13,13850.0,13850.0,18688.46,622.62,0.0183,1,1
31,Male,AZ,HighSchool,Salaried,Married,MarriedJoint,1,34107.66,1477.0,26.42,602.62,288.02,1098.31,4626.77,27700.0,27700.0,6411.08,0.0,0.0,1,0
46,Male,NC,Bachelors,Unemployed,Single,Single,2,9773.51,2473.14,580.35,94.83,6.14,181.22,4799.6,13850.0,13850.0,0.0,0.0,0.0,1,1
36,Male,TX,Masters,Contractor,Divorced,Single,1,78243.62,1937.13,3783.03,1103.59,1320.65,4262.05,5672.45,13850.0,13850.0,68613.78,9002.53,0.1072,1,0
33,Male,OH,Bachelors,SelfEmployed,Single,Single,1,40026.65,17977.89,1818.88,736.69,812.61,3363.53,3176.45,13850.0,13850.0,44473.42,3716.81,0.0621,1,0
38,Male,GA,Masters,Salaried,Married,MarriedJoint,4,67953.71,3531.88,2931.15,4450.68,930.26,5332.82,5730.13,27700.0,27700.0,40716.74,866.01,0.0116,1,1
36,Female,PA,Bachelors,SelfEmployed,Single,Single,1,101668.83,12250.94,985.54,137.94,228.03,4130.13,3581.65,13850.0,13850.0,99555.31,16493.28,0.1435,1,0
38,Male,OH,HighSchool,Salaried,Married,MarriedSeparate,2,70097.96,38.91,1358.25,951.36,1114.41,4084.31,5768.67,13850.0,13850.0,54645.11,5729.42,0.0801,1,0
59,Male,WA,Bachelors,Salaried,Single,Single,4,109727.77,4404.64,7471.94,988.81,1548.71,6025.15,6568.68,13850.0,13850.0,101754.35,14621.04,0.1202,1,0
55,Female,WA,Bachelors,Salaried,Married,MarriedJoint,3,63478.51,3241.36,4286.62,2578.9,437.76,6364.0,6165.9,27700.0,27700.0,38806.49,1436.78,0.0202,1,1
52,Male,CA,Masters,SelfEmployed,Married,MarriedJoint,3,128621.91,16746.79,4410.86,234.85,793.22,5283.79,6737.89,27700.0,27700.0,117579.56,19219.09,0.1283,1,1
41,Male,PA,Bachelors,Salaried,Single,Single,3,56646.78,6474.82,5242.21,1131.7,228.73,3139.0,6268.79,13850.0,13850.0,50013.82,3310.54,0.0484,1,0
45,Male,IL,HighSchool,Contractor,Married,MarriedJoint,3,73998.72,33754.55,4404.45,2844.96,69.54,3444.7,5874.74,27700.0,27700.0,79957.72,10498.2,0.0936,1,1
29,Male,CA,Masters,Salaried,Divorced,Single,1,60138.57,1449.41,1769.81,763.12,572.22,4261.35,5426.95,13850.0,13850.0,48007.79,4469.21,0.0705,1,1
64,Male,WA,HighSchool,Salaried,Married,MarriedSeparate,4,61219.33,4862.99,1592.35,1114.99,108.87,4291.65,7366.07,13850.0,13850.0,47824.67,2628.93,0.0388,1,0
32,Male,AZ,Bachelors,Salaried,Single,Single,1,50095.31,1569.63,1908.62,931.62,1126.28,3892.75,5179.41,13850.0,13850.0,38223.56,2966.83,0.0554,1,0
58,Male,NC,Bachelors,SelfEmployed,Divorced,Single,3,107082.88,4547.39,12332.1,1275.82,310.81,2086.9,5960.16,13850.0,13850.0,105612.37,16346.97,0.1319,1,1
39,Other,NY,PhD,Salaried,Married,MarriedJoint,2,162065.84,2777.64,4870.87,10158.9,467.5,7959.78,5199.09,27700.0,27700.0,139014.35,25163.44,0.1483,1,0
57,Female,CA,HighSchool,Salaried,Single,HeadOfHousehold,3,67724.47,4884.68,920.2,867.53,1975.75,4135.27,4694.61,20800.0,20800.0,48229.35,3517.96,0.0478,1,1
35,Male,NY,Bachelors,SelfEmployed,Divorced,Single,1,82266.45,17434.95,3461.67,710.34,2013.6,5569.06,5039.65,13850.0,13850.0,87813.06,13826.37,0.134,1,1
49,Male,OH,Bachelors,Salaried,Married,MarriedJoint,3,59263.27,1481.83,3386.99,2820.05,102.88,1927.22,7505.29,27700.0,27700.0,31932.09,611.85,0.0095,1,0
58,Male,NY,PhD,Salaried,Married,MarriedJoint,4,245735.12,4618.1,2815.54,21687.41,4771.02,17302.14,6316.77,27700.0,36330.96,210837.8,43100.1,0.1702,1,1
58,Female,NC,PhD,SelfEmployed,Single,HeadOfHousehold,5,80781.4,14357.73,1635.29,1583.21,2375.93,2355.73,6772.94,20800.0,20800.0,68474.41,5771.87,0.0596,1,0
44,Female,AZ,Masters,Contractor,Widowed,HeadOfHousehold,2,53771.92,10416.13,396.51,615.51,739.63,2774.05,5500.62,20800.0,20800.0,40784.56,2474.15,0.0383,1,1
41,Male,TX,HighSchool,Salaried,Single,Single,2,59764.89,4464.69,2806.29,536.15,1013.94,3822.66,6633.84,13850.0,13850.0,50185.88,4748.39,0.0708,1,1
47,Male,AZ,Bachelors,SelfEmployed,Married,MarriedJoint,3,99792.12,7416.15,11623.17,6246.91,409.31,4710.06,6042.62,27700.0,27700.0,86631.43,11966.42,0.1007,1,1
55,Male,PA,Masters,Salaried,Married,MarriedJoint,3,58907.81,1734.59,4099.28,736.45,264.91,5162.4,5582.98,27700.0,27700.0,32541.68,685.0,0.0106,1,1
51,Female,IL,Bachelors,Salaried,Married,MarriedJoint,3,73894.75,7241.31,681.4,5198.83,326.55,4526.44,6082.14,27700.0,27700.0,49617.45,3223.34,0.0394,1,0
45,Female,TX,Masters,Salaried,Single,Single,2,72466.0,3998.74,5233.92,449.76,1196.05,4579.62,4344.31,13850.0,13850.0,64848.66,7374.2,0.0903,1,1
56,Male,CA,Masters,Retired,Married,MarriedSeparate,3,47073.61,3065.86,6554.63,8856.33,248.78,2238.36,5236.43,13850.0,13850.0,38344.1,1381.29,0.0244,1,0
25,Female,NC,HighSchool,Salaried,Single,HeadOfHousehold,1,31799.05,3082.61,571.68,359.1,317.9,1934.4,6474.21,20800.0,20800.0,13153.34,558.4,0.0158,1,0
48,Male,GA,HighSchool,Unemployed,Single,Single,2,12092.51,7935.4,385.22,65.56,33.56,916.19,6460.36,13850.0,13850.0,3563.13,0.0,0.0,1,1
33,Female,MI,Bachelors,Salaried,Married,MarriedSeparate,2,23149.43,1058.61,1450.5,534.34,455.12,1396.55,4759.51,13850.0,13850.0,8808.54,0.0,0.0,1,1
63,Female,TX,Bachelors,Salaried,Single,HeadOfHousehold,3,59856.78,2158.48,4849.3,1106.06,578.32,2959.35,7528.51,20800.0,20800.0,41564.56,1767.75,0.0264,1,0
52,Male,NC,Bachelors,Salaried,Single,Single,4,138086.58,1020.61,2253.94,2405.9,237.03,6956.13,5594.87,13850.0,13850.0,121511.12,19362.67,0.137,1,1
24,Male,GA,HighSchool,Salaried,Single,Single,0,39856.87,2472.85,453.5,152.81,239.66,2421.21,5969.24,13850.0,13850.0,28933.23,3251.99,0.076,1,1
25,Female,FL,Masters,Salaried,Single,Single,0,40659.25,3355.89,469.77,1508.65,203.77,3571.02,4286.84,13850.0,13850.0,30634.9,2856.19,0.0642,1,0
24,Male,TX,HighSchool,Salaried,Single,Single,1,63494.42,4850.84,3749.11,479.27,466.19,4598.56,5056.85,13850.0,13850.0,56744.37,6991.26,0.097,1,1
47,Female,GA,Bachelors,SelfEmployed,Married,MarriedJoint,3,109155.41,5119.73,3769.17,948.1,1208.66,9955.73,5605.34,27700.0,27700.0,85844.3,11793.25,0.0999,1,0
51,Male,WA,Bachelors,SelfEmployed,Divorced,Single,4,112045.7,33508.46,15083.84,1341.43,1326.45,4604.08,7724.22,13850.0,13850.0,140788.0,23989.12,0.1493,1,1
18,Female,MI,Bachelors,Retired,Married,MarriedJoint,2,25216.06,5757.9,1508.4,1266.72,289.99,1569.11,5372.31,27700.0,27700.0,1782.36,0.0,0.0,1,0
34,Male,AZ,HighSchool,Salaried,Single,Single,3,36012.98,2497.62,5218.1,294.19,487.16,1771.61,5264.59,13850.0,13850.0,25378.7,425.44,0.0097,1,1
36,Male,TX,Masters,SelfEmployed,Single,Single,3,95422.94,12819.45,3251.09,780.56,873.97,208.49,4662.41,13850.0,13850.0,93143.48,13399.07,0.1202,1,1
45,Male,GA,Masters,Salaried,Single,HeadOfHousehold,3,67877.02,1465.11,1454.61,3226.85,261.45,3314.75,5931.04,20800.0,20800.0,45496.73,2316.78,0.0327,1,1
37,Male,FL,Bachelors,Salaried,Single,Single,1,65423.87,1268.25,2748.85,2036.67,585.25,4417.67,3387.55,13850.0,13850.0,54090.97,5807.51,0.0836,1,0
44,Male,FL,PhD,Salaried,Single,HeadOfHousehold,2,73706.02,6509.84,576.38,1235.0,504.68,4914.33,6280.98,20800.0,20800.0,56992.25,5645.79,0.0699,1,1
28,Female,FL,HighSchool,Unemployed,Single,HeadOfHousehold,2,7256.76,1060.38,100.56,116.8,90.14,701.7,7307.77,20800.0,20800.0,0.0,0.0,0.0,1,0
24,Male,GA,HighSchool,Salaried,Divorced,Single,1,56959.71,1187.77,5007.43,735.36,316.55,3474.01,5707.7,13850.0,13850.0,47804.91,5024.58,0.0796,1,0
32,Male,MI,HighSchool,Salaried,Single,Single,2,45658.32,4452.42,3142.57,1177.67,569.53,2419.45,5745.78,13850.0,13850.0,36403.3,2548.4,0.0479,1,0
40,Male,OH,Bachelors,Salaried,Single,Single,4,41416.57,1251.95,1737.75,1629.59,581.94,3639.28,6726.96,13850.0,13850.0,24556.26,0.0,0.0,1,1
42,Male,NC,HighSchool,Salaried,Single,Single,2,48311.05,2213.15,2051.81,1364.32,198.81,3435.72,5850.16,13850.0,13850.0,35726.01,2467.12,0.0469,1,0
21,Female,FL,Masters,Salaried,Divorced,HeadOfHousehold,1,50983.18,2541.05,112.72,298.63,63.27,3982.83,5248.71,20800.0,20800.0,31336.95,2140.43,0.0399,1,1
31,Female,PA,Bachelors,SelfEmployed,Married,MarriedJoint,1,53274.32,24758.96,1068.01,4072.52,440.05,2337.4,5576.12,27700.0,27700.0,49901.29,4885.78,0.0618,1,1
46,Male,TX,Masters,Salaried,Single,Single,3,46241.44,6140.48,2575.81,568.4,267.53,3923.85,6679.75,13850.0,13850.0,36607.73,1172.93,0.0213,1,0
58,Female,CA,Bachelors,Salaried,Single,Single,4,140741.43,1280.5,6214.77,6461.57,506.31,4209.79,7474.29,13850.0,13850.0,128386.7,21012.81,0.1418,1,1
29,Female,IL,Bachelors,Salaried,Married,MarriedJoint,1,30644.12,597.92,2181.43,1342.39,184.07,2456.3,5495.69,27700.0,27700.0,4223.47,0.0,0.0,1,1
52,Other,AZ,Bachelors,Salaried,Married,MarriedJoint,4,41981.39,698.34,2360.7,1187.55,172.07,1466.73,6723.9,27700.0,27700.0,11340.43,0.0,0.0,1,1
27,Male,AZ,Bachelors,Salaried,Married,MarriedJoint,2,54909.42,3320.76,1282.44,507.69,46.85,4385.9,5610.95,27700.0,27700.0,28812.62,1037.51,0.0174,1,0
60,Male,WA,Masters,Salaried,Single,Single,5,95786.02,5493.93,7929.47,1751.56,107.33,7359.01,7160.67,13850.0,13850.0,87859.41,10636.57,0.0974,1,1
23,Male,FL,HighSchool,Salaried,Married,MarriedJoint,2,40535.48,7199.12,99.56,564.41,511.06,3782.63,7586.36,27700.0,27700.0,17134.15,236.1,0.0049,1,0
18,Female,NC,Masters,Salaried,Married,MarriedJoint,1,59641.5,2711.89,1351.36,2496.94,718.6,2177.65,3702.73,27700.0,27700.0,34504.75,2520.57,0.0396,1,0
39,Female,AZ,Bachelors,Salaried,Married,MarriedSeparate,3,53435.42,2624.59,3971.93,1383.35,275.15,3004.26,6513.84,13850.0,13850.0,41681.93,1781.83,0.0297,1,0
24,Male,CA,Masters,SelfEmployed,Single,Single,0,95090.02,8381.67,4099.74,1013.89,537.98,4798.7,3973.82,13850.0,13850.0,93721.42,15926.21,0.1481,1,0
43,Male,IL,HighSchool,SelfEmployed,Single,Single,2,185871.52,448.88,3694.61,1809.81,4590.78,15481.82,6644.33,13850.0,15963.56,171051.45,32852.35,0.1729,1,0
30,Female,FL,HighSchool,Salaried,Single,HeadOfHousehold,1,36160.05,2013.6,5225.68,1084.01,152.92,1831.26,4392.8,20800.0,20800.0,21099.33,1511.92,0.0348,1,1
49,Female,WA,HighSchool,Salaried,Single,Single,2,54140.18,1337.75,2567.47,173.81,493.35,3910.66,6199.72,13850.0,13850.0,41195.39,3123.45,0.0538,1,0
39,Male,OH,Bachelors,SelfEmployed,Single,Single,1,56048.6,5103.73,3459.18,956.07,513.81,4258.41,5603.29,13850.0,13850.0,49261.51,4745.03,0.0734,1,0
30,Female,AZ,HighSchool,Salaried,Married,MarriedJoint,1,34556.11,3521.47,1836.87,653.8,234.92,1945.2,4586.34,27700.0,27700.0,10714.45,271.44,0.0068,1,1
45,Male,CA,PhD,Retired,Married,MarriedJoint,3,33329.87,5020.77,1624.01,392.47,145.79,1992.17,5997.58,27700.0,27700.0,7774.65,0.0,0.0,1,1
30,Male,NY,PhD,SelfEmployed,Married,MarriedSeparate,2,163849.48,40318.0,4775.43,4974.45,5128.13,10862.89,3235.66,13850.0,14640.25,191302.66,38448.85,0.184,1,0
40,Female,OH,HighSchool,Salaried,Married,MarriedJoint,3,51072.34,4560.43,809.19,3903.01,298.65,2277.56,6698.07,27700.0,27700.0,24241.96,289.04,0.0051,1,1
33,Female,TX,Bachelors,Salaried,Divorced,Single,1,37167.38,2620.11,3414.84,75.93,109.94,1916.11,3433.45,13850.0,13850.0,27852.33,1722.28,0.0399,1,0
50,Female,AZ,HighSchool,Salaried,Single,Single,2,75120.86,2652.77,3685.53,2151.22,55.44,3646.16,3433.59,13850.0,13850.0,64609.16,7921.51,0.0972,1,0
26,Male,NC,Bachelors,Salaried,Married,MarriedJoint,1,27476.0,1858.62,2586.75,2455.96,605.36,1684.81,5371.4,27700.0,27700.0,2721.36,0.0,0.0,1,1
22,Male,OH,HighSchool,Salaried,Married,MarriedJoint,1,49564.17,1618.97,2709.74,3166.4,713.69,3577.12,5524.71,27700.0,27700.0,24692.87,1943.14,0.0361,1,0
48,Male,TX,Masters,Contractor,Single,Single,2,86881.0,7190.09,5742.31,275.14,1861.51,4487.62,7084.24,13850.0,13850.0,82963.39,11959.45,0.1198,1,1
24,Male,MI,Masters,Contractor,Single,Single,0,58301.23,6826.21,491.2,1378.07,588.71,2790.69,3126.37,13850.0,13850.0,51768.64,6096.6,0.0929,1,0
43,Male,AZ,HighSchool,Retired,Married,MarriedJoint,2,36543.39,248.28,5881.62,3017.55,189.41,2298.05,5101.65,27700.0,27700.0,11973.28,0.0,0.0,1,0
54,Male,MI,HighSchool,Salaried,Married,MarriedJoint,4,54017.48,3955.46,1296.64,3928.54,801.04,1023.3,7210.48,27700.0,27700.0,25569.58,0.0,0.0,1,1
49,Male,OH,Bachelors,Unemployed,Married,MarriedJoint,4,9699.22,6764.01,133.0,451.53,236.05,411.72,5876.96,27700.0,27700.0,0.0,0.0,0.0,1,1
38,Male,GA,Bachelors,SelfEmployed,Married,MarriedJoint,2,43772.2,16709.08,1204.03,1273.5,60.43,3316.31,6940.86,27700.0,27700.0,30985.32,1298.24,0.021,1,0
53,Male,PA,HighSchool,Salaried,Married,MarriedJoint,3,66244.7,1608.28,9326.92,4958.16,1557.53,3037.63,5359.37,27700.0,27700.0,44979.9,2803.08,0.0363,1,0
41,Female,CA,Masters,Contractor,Married,MarriedJoint,3,67249.2,36942.6,2564.56,580.73,200.65,4148.47,5528.36,27700.0,27700.0,74556.35,9309.9,0.0872,1,1
27,Male,WA,Masters,Unemployed,Married,MarriedSeparate,2,10971.45,2308.27,633.52,192.01,55.4,1009.55,4831.49,13850.0,13850.0,0.0,0.0,0.0,1,0
64,Female,TX,Bachelors,Salaried,Single,Single,4,75208.61,2515.31,3912.58,2090.58,784.0,2936.41,6548.95,13850.0,13850.0,61786.5,5100.53,0.0625,1,0
33,Female,NY,Masters,SelfEmployed,Single,Single,2,69659.71,11250.67,2797.47,323.71,878.45,4034.38,6469.0,13850.0,13850.0,66857.85,7816.23,0.0934,1,1
44,Female,AZ,Bachelors,SelfEmployed,Single,Single,3,73036.01,17364.23,4211.38,1754.4,200.25,3785.79,5321.58,13850.0,13850.0,76261.62,9685.06,0.1024,1,1
42,Male,NC,Bachelors,Salaried,Single,Single,2,49135.22,2852.67,3285.82,759.1,827.5,3910.67,5447.32,13850.0,13850.0,38423.72,2190.85,0.0396,1,0
25,Male,OH,Masters,Salaried,Single,Single,1,34203.99,861.98,423.3,82.33,656.0,1968.63,7264.64,13850.0,13850.0,20139.28,796.71,0.0224,1,1
52,Female,NY,Bachelors,Salaried,Married,MarriedJoint,3,64537.03,3321.96,10306.97,427.65,178.55,4202.5,4962.36,27700.0,27700.0,45965.96,2420.01,0.031,1,1
37,Female,WA,Bachelors,Retired,Married,MarriedJoint,2,28006.76,7239.4,1780.75,504.33,36.42,864.45,5437.86,27700.0,27700.0,6326.91,0.0,0.0,1,1
52,Male,PA,HighSchool,Salaried,Married,MarriedJoint,4,71318.74,4057.17,3531.76,11720.14,130.17,3322.84,6087.4,27700.0,27700.0,45207.67,2053.19,0.026,1,1
29,Male,PA,Bachelors,Salaried,Widowed,Single,1,110083.32,3610.47,1532.26,3318.74,536.66,7148.18,5931.78,13850.0,13850.0,99876.05,16570.25,0.1438,1,0
31,Female,TX,HighSchool,Salaried,Divorced,HeadOfHousehold,1,32735.53,2346.3,1414.71,262.1,122.15,1322.02,4235.11,20800.0,20800.0,14196.54,683.59,0.0187,1,0
46,Male,IL,HighSchool,Salaried,Married,MarriedJoint,4,42826.97,1320.69,6457.4,2570.18,159.02,1987.55,7120.15,27700.0,27700.0,16905.06,0.0,0.0,1,0
54,Female,FL,Bachelors,Salaried,Single,Single,3,40101.97,6963.89,3884.53,927.46,402.59,2498.59,8104.91,13850.0,13850.0,32600.39,692.05,0.0136,1,0
48,Male,NY,Bachelors,Salaried,Single,Single,2,36027.4,9385.28,950.97,588.22,1765.97,1865.68,4445.63,13850.0,13850.0,29513.65,1121.64,0.0242,1,1
20,Male,IL,HighSchool,Contractor,Single,HeadOfHousehold,1,47249.34,17280.68,2224.22,241.23,165.13,3227.94,3406.42,20800.0,20800.0,44454.25,4314.51,0.0646,1,1
52,Female,WA,HighSchool,Salaried,Single,Single,4,55078.91,606.71,2861.51,549.86,1029.55,3317.24,5692.5,13850.0,13850.0,38697.13,1223.66,0.0209,1,0
35,Male,NY,Masters,Unemployed,Single,HeadOfHousehold,1,18435.51,671.42,2162.48,475.79,152.26,1465.9,6302.7,20800.0,20800.0,0.0,0.0,0.0,1,0
25,Female,NY,Bachelors,Contractor,Widowed,HeadOfHousehold,0,50320.93,30598.64,2536.85,1293.11,641.43,1079.01,3820.04,20800.0,20800.0,62656.41,8491.91,0.1018,1,0
54,Male,WA,Bachelors,Salaried,Widowed,Single,3,55275.88,1854.52,4167.84,440.47,692.4,2295.87,6259.69,13850.0,13850.0,42948.23,1933.79,0.0315,1,0
34,Male,MI,Masters,Salaried,Married,MarriedJoint,3,54233.72,768.39,1168.96,840.33,101.59,2817.76,6823.58,27700.0,27700.0,23971.06,0.0,0.0,1,0
53,Female,OH,Masters,Salaried,Married,MarriedJoint,3,111868.51,2570.46,10473.71,7192.56,365.75,8668.17,7246.61,27700.0,27700.0,92712.68,13304.29,0.1065,1,0
44,Male,GA,HighSchool,Retired,Married,MarriedJoint,2,22434.96,4798.34,4193.82,287.47,35.11,1211.83,6385.65,27700.0,27700.0,727.13,0.0,0.0,1,1
43,Male,CA,Bachelors,Salaried,Divorced,Single,3,95268.04,8040.86,4765.13,3493.41,230.38,6742.76,7231.4,13850.0,13850.0,89724.03,12646.79,0.117,1,1
53,Female,NC,HighSchool,Contractor,Married,MarriedJoint,4,57159.74,19034.6,1676.79,3846.03,121.69,6239.36,6875.8,27700.0,27700.0,44171.13,1880.54,0.0241,1,1
30,Female,WA,Bachelors,Retired,Married,MarriedJoint,1,42306.99,2231.02,2077.33,2674.11,916.92,2325.83,6564.44,27700.0,27700.0,17415.34,469.84,0.0101,1,0
54,Female,IL,Bachelors,Salaried,Married,MarriedJoint,3,101712.23,1033.42,2854.43,536.95,88.76,5297.94,7042.75,27700.0,27700.0,73400.07,9055.52,0.0858,1,0
22,Male,WA,HighSchool,Unemployed,Single,Single,0,13375.67,7854.49,295.06,94.22,151.41,990.53,4951.24,13850.0,13850.0,7675.22,767.52,0.0357,1,1
43,Male,OH,Bachelors,SelfEmployed,Single,Single,2,74407.54,19195.03,791.96,486.8,1482.79,5959.82,5277.97,13850.0,13850.0,77544.53,10767.3,0.1141,1,1
60,Female,CA,HighSchool,Salaried,Single,Single,3,159402.0,7551.24,2021.31,606.4,1810.36,14306.83,4081.28,13850.0,13850.0,150624.55,27149.89,0.1607,1,0
52,Male,CA,Bachelors,Unemployed,Single,Single,4,15243.81,835.38,132.73,626.33,282.39,528.63,5713.58,13850.0,13850.0,0.0,0.0,0.0,1,0
41,Male,CA,HighSchool,Salaried,Married,MarriedSeparate,4,36926.96,1364.28,2200.82,496.31,383.58,2866.77,5864.84,13850.0,13850.0,20642.06,0.0,0.0,1,1
